,TWEETS,Cleaned_TWEETS,Lemmatized_TWEETS,Sentiment_Scores,Predicted_lables
576,God\xe2\x80\x99s Plan \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbc,"[('plan', 'NN')]",plan,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
577,Throwback to pre-covid days,"[('throwback', 'NN'), ('covid', 'NN'), ('day', 'NN')]",throwback covid day,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
578,Wonderful. So true.,"[('wonder', 'NN'), ('true', 'JJ')]",wonder true,"{'polarity': 0.35, 'subjectivity': 0.65}",Positive
579,How tf for the tiger get tested?,"[('tiger', 'NN'), ('test', 'NN')]",tiger test,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
580,FUCK O WAS TRYNNA GO OVER BREAK,"[('fuck', 'JJ'), ('trynna', 'NN'), ('over', 'IN'), ('break', 'NN')]",fuck trynna break,"{'polarity': -0.4, 'subjectivity': 0.6}",Negative
581,I want them all,"[('want', 'NN')]",want,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
582,https://t.co/8Ka61cO28c,"[('http', 'NN')]",http,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
583,Statistically I have a better chance at getting the corona virus then I do a girlfriend,"[('statist', 'NN'), ('better', 'RBR'), ('chanc', 'NN'), ('get', 'VB'), ('corona', 'JJ'), ('viru', 'NNS'), ('girlfriend', 'VBP')]",statist well chanc get corona viru girlfriend,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
584,This was my fear all along. And I\xe2\x80\x99ve been very supportive of CA and Newsome. They\xe2\x80\x99ve done a great job handling COVID so far. But this is heartbreaking,"[('thi', 'JJ'), ('fear', 'NN'), ('along', 'IN'), ('support', 'NN'), ('newsom', 'NN'), ('they', 'PRP'), ('done', 'VBN'), ('great', 'JJ'), ('handl', 'NN'), ('covid', 'NN'), ('heartbreak', 'NN')]",thi fear along support newsom do great handl covid heartbreak,"{'polarity': 0.8, 'subjectivity': 0.75}",Positive
585,I pulled my money out of a big bank a few years ago and moved it to a credit union. It was easy and I highly recommend it.,"[('pull', 'VB'), ('money', 'NN'), ('bank', 'NN'), ('year', 'NN'), ('move', 'NN'), ('credit', 'NN'), ('union', 'NN'), ('easi', 'FW'), ('highli', 'CD'), ('recommend', 'NN')]",pull money bank year move credit union easi highli recommend,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
586,Same here for our local jurisdiction. We are on an awareness level taking all necessary precautions for staff and applicants.,"[('same', 'JJ'), ('local', 'JJ'), ('jurisdict', 'NN'), ('awar', 'JJ'), ('level', 'NN'), ('take', 'VB'), ('necessari', 'JJ'), ('precaut', 'JJ'), ('staff', 'NN'), ('applic', 'NN')]",local jurisdict awar level take necessari precaut staff applic,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
587,Hi california how are ya \xf0\x9f\xa4\xaa\xf0\x9f\x99\x84\xf0\x9f\xa4\xa7,"[('california', 'NN')]",california,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
588,Delete your account.,"[('delet', 'NN'), ('account', 'NN')]",delet account,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
589,\xf0\x9f\x92\x9e\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x92\x9e\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x92\x9e\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x92\x9e,[],,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
590,@BabyBash the bird flu now the Corona virus stop eating dogs cats spiders insects bats all that stuff what's coming from their next ?,"[('babybash', 'NN'), ('bird', 'NN'), ('corona', 'NN'), ('viru', 'NN'), ('stop', 'VB'), ('eat', 'NN'), ('dog', 'JJ'), ('cat', 'NN'), ('spider', 'NN'), ('insect', 'JJ'), ('bat', 'NN'), ('stuff', 'NN'), ('come', 'VBP'), ('next', 'JJ')]",babybash bird corona viru stop eat dog cat spider insect bat stuff come next,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
591,As another day at camp corona comes to a close I would like to express my gratitude that: the f%*king school work is finished.,"[('anoth', 'DT'), ('camp', 'NN'), ('corona', 'VBZ'), ('come', 'VBN'), ('close', 'RB'), ('would', 'MD'), ('like', 'VB'), ('express', 'JJ'), ('gratitud', 'NN'), ('king', 'VBG'), ('school', 'NN'), ('work', 'NN'), ('finish', 'NN')]",anoth camp corona come close would like express gratitud king school work finish,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
592,Weird that the people who are tasked with building and fixing systems reject reforms because they are not moderate enough and then complain when moderate reforms fail.,"[('weird', 'JJ'), ('peopl', 'NN'), ('task', 'NN'), ('build', 'VB'), ('fix', 'JJ'), ('system', 'NN'), ('reject', 'JJ'), ('reform', 'NN'), ('moder', 'NN'), ('enough', 'JJ'), ('complain', 'NN'), ('moder', 'NN'), ('reform', 'NN'), ('fail', 'NN')]",weird peopl task build fix system reject reform moder enough complain moder reform fail,"{'polarity': -0.3333333333333333, 'subjectivity': 0.6}",Negative
593,Ima skydive when this covid shit over \xf0\x9f\x98\x87,"[('skydiv', 'NN'), ('covid', 'NN'), ('shit', 'NN')]",skydiv covid shit,"{'polarity': -0.2, 'subjectivity': 0.8}",Negative
594,Shoutout to my momma for being the best nurse ever\xf0\x9f\x92\x9c,"[('shoutout', 'NN'), ('momma', 'NN'), ('best', 'JJS'), ('nurs', 'NNS'), ('ever', 'RB')]",shoutout momma best nurs ever,"{'polarity': 1.0, 'subjectivity': 0.3}",Positive
595,https://t.co/PjGx3w3Ryu,"[('http', 'NN'), ('pjgx', 'NN')]",http pjgx,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
596,Idk why but I\xe2\x80\x99m in the mood for a nice iced cold corona right now \xf0\x9f\x8d\xba,"[('mood', 'NN'), ('nice', 'JJ'), ('ice', 'NN'), ('cold', 'VBD'), ('corona', 'NN'), ('right', 'NN')]",mood nice ice cold corona right,"{'polarity': 0.09523809523809523, 'subjectivity': 0.8452380952380952}",Positive
597,US: Corona virus vaccine testing may start in 4 months. China: Hold my beer. https://t.co/WEmFQWx40V #coronavirus #china #holdmybeer,"[('corona', 'NN'), ('viru', 'NN'), ('vaccin', 'JJ'), ('test', 'RB'), ('start', 'JJ'), ('month', 'NN'), ('china', 'NN'), ('hold', 'VBP'), ('beer', 'NN'), ('http', 'NN'), ('wemfqwx', 'NN'), ('coronaviru', 'NN'), ('china', 'NN'), ('holdmyb', 'NN')]",corona viru vaccin test start month china hold beer http wemfqwx coronaviru china holdmyb,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
598,The USA had a 6 week head start to get prepared and couldn\xe2\x80\x99t get it together. Smdh,"[('week', 'NN'), ('head', 'VBP'), ('start', 'VBP'), ('prepar', 'JJ'), ('togeth', 'NNS'), ('smdh', 'NN')]",week head start prepar togeth smdh,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
599,Does @realDonaldTrump not realize that he's a nothing without Parscale?  https://t.co/tPUVrXzdsB,"[('doe', 'JJ'), ('realdonaldtrump', 'NN'), ('realiz', 'NN'), ('noth', 'DT'), ('without', 'IN'), ('parscal', 'JJ'), ('http', 'NN'), ('tpuvrxzdsb', 'NN')]",doe realdonaldtrump realiz noth without parscal http tpuvrxzdsb,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
600,@tjholmes New study investigates California's possible herd immunity to COVID-19 https://t.co/cWYQ1NkPFC,"[('tjholm', 'NN'), ('studi', 'NN'), ('investig', 'NN'), ('california', 'NN'), ('possibl', 'NN'), ('herd', 'NN'), ('immun', 'NN'), ('covid', 'NN'), ('http', 'NN'), ('cwyq', 'NN'), ('nkpfc', 'NN')]",tjholm studi investig california possibl herd immun covid http cwyq nkpfc,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
601,Why isn\xe2\x80\x99t the Virginia state government shutting falwells ass down?,"[('virginia', 'NN'), ('state', 'NN'), ('govern', 'JJ'), ('shut', 'NN'), ('falwel', 'NN')]",virginia state govern shut falwel,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
602,@senatemajldr no oversight guess you got your dark money donation,"[('senatemajldr', 'NN'), ('oversight', 'MD'), ('guess', 'VB'), ('dark', 'JJ'), ('money', 'NN'), ('donat', 'NN')]",senatemajldr oversight guess dark money donat,"{'polarity': -0.15, 'subjectivity': 0.4}",Negative
603,Thank you \xf0\x9f\x99\x8f https://t.co/iVZfsyr4Li,"[('thank', 'NN'), ('http', 'NN'), ('ivzfsyr', 'NN')]",thank http ivzfsyr,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
604,@realDonaldTrump everything is going according to my ultimate design....\xe2\x9c\xa8\xf0\x9f\x98\x82\xf0\x9f\x94\xae\xf0\x9f\x98\x8e,"[('realdonaldtrump', 'NN'), ('everyth', 'NN'), ('go', 'VBP'), ('accord', 'NN'), ('ultim', 'NN'), ('design', 'NN')]",realdonaldtrump everyth go accord ultim design,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
605,how is there no other way ??????,[],,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
606,Meanwhile tilman fertitta is bragging on tv about laying off his employees.,"[('meanwhil', 'NN'), ('tilman', 'NN'), ('fertitta', 'VBZ'), ('brag', 'JJ'), ('lay', 'NN'), ('employe', 'NN')]",meanwhil tilman fertitta brag lay employe,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
607,So it\xe2\x80\x99s looking like my flight to Thailand might get changed because we have to stop in China. I am not trying catch that Corona virus.,"[('look', 'NN'), ('like', 'IN'), ('flight', 'NN'), ('thailand', 'NN'), ('might', 'MD'), ('chang', 'VB'), ('stop', 'JJ'), ('china', 'NN'), ('tri', 'NN'), ('catch', 'NN'), ('corona', 'NN'), ('viru', 'NN')]",look like flight thailand might chang stop china tri catch corona viru,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
608,L M F A O don\xe2\x80\x99t go to ANY Asian restaurant and post on your story that you \xe2\x80\x9cmight get corona virus\xe2\x80\x9d wowwwww,"[('asian', 'JJ'), ('restaur', 'NN'), ('post', 'NN'), ('stori', 'NN'), ('cmight', 'VBD'), ('corona', 'NNS'), ('viru', 'FW'), ('wowwwww', 'NN')]",asian restaur post stori cmight corona viru wowwwww,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
609,Nobody could have seen this coming.,"[('nobodi', 'NN'), ('could', 'MD'), ('seen', 'VBN'), ('come', 'VB')]",nobodi could see come,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
610,who can get me connected to @corona\xe2\x80\x99s marketing team? i have such a fkn smash for y\xe2\x80\x99all,"[('connect', 'JJ'), ('corona', 'NN'), ('market', 'NN'), ('team', 'NN'), ('smash', 'NN')]",connect corona market team smash,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
611,Costco\xe2\x80\x99s Latest Gem: Giant Fiddle Leaf Fig Trees for Less Than $30 https://t.co/hwZS3e7ICO #ActiveRealty #Actvre #Corona #Articles #realestate #giant #fiddle #leaf #fig #tree #less #costco #gem #latest https://t.co/dyL4l8FGyc,"[('costco', 'NN'), ('latest', 'JJS'), ('giant', 'JJ'), ('fiddl', 'NN'), ('leaf', 'VBD'), ('tree', 'RB'), ('less', 'JJR'), ('than', 'IN'), ('http', 'NN'), ('hwz', 'NN'), ('activerealti', 'NN'), ('actvr', 'NN'), ('corona', 'NN'), ('articl', 'NN'), ('realest', 'NN'), ('giant', 'NN'), ('fiddl', 'VBD'), ('leaf', 'JJ'), ('tree', 'NN'), ('less', 'JJR'), ('costco', 'JJ'), ('latest', 'JJS'), ('http', 'NN'), ('fgyc', 'NN')]",costco late giant fiddl leaf tree less http hwz activerealti actvr corona articl realest giant fiddl leaf tree less costco late http fgyc,"{'polarity': -0.15555555555555556, 'subjectivity': 0.5555555555555557}",Negative
612,THIS IS FOR TICKETMASTER YOU BIG FAT WHITE NASTY SMELLING FAT BITCH WHY YOU TOOK ME OFF THE SCHEDULE WITH YOUR TRIFLING DIRTY WHITE RACIST ASS YOU BIG FAT BITCH OOMPA LOOMPA BODY ASS BITCH I'M COMING OUTSIDE AND I'M GOING TO BEAT THE FUCK OUT OF YOU BITCH AND DON\xe2\x80\x99T EVEN CALL THE,"[('thi', 'NN'), ('ticketmast', 'IN'), ('white', 'JJ'), ('nasti', 'NN'), ('smell', 'NN'), ('bitch', 'NN'), ('took', 'VBD'), ('schedul', 'NN'), ('with', 'IN'), ('your', 'PRP$'), ('trifl', 'NN'), ('dirti', 'NN'), ('white', 'JJ'), ('racist', 'NN'), ('bitch', 'NN'), ('oompa', 'NN'), ('loompa', 'NN'), ('bodi', 'NN'), ('bitch', 'NN'), ('come', 'VB'), ('outsid', 'NN'), ('go', 'VBP'), ('beat', 'JJ'), ('fuck', 'JJ'), ('bitch', 'NN'), ('even', 'RB'), ('call', 'VB')]",thi ticketmast white nasti smell bitch take schedul trifl dirti white racist bitch oompa loompa bodi bitch come outsid go beat fuck bitch even call,"{'polarity': -0.13333333333333333, 'subjectivity': 0.19999999999999998}",Negative
613,Thank you to @KQEDnews newsroom and @priyadclemens for having me on to speak about #COVID\xe3\x83\xbc19 https://t.co/yMVfWIvWXx,"[('thank', 'NN'), ('kqednew', 'VBD'), ('newsroom', 'JJ'), ('priyadclemen', 'NNS'), ('speak', 'VBP'), ('covid', 'JJ'), ('http', 'NN'), ('ymvfwivwxx', 'NN')]",thank kqednew newsroom priyadclemen speak covid http ymvfwivwxx,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
614,LOVE my city!!!,"[('love', 'NN'), ('citi', 'NN')]",love citi,"{'polarity': 0.5, 'subjectivity': 0.6}",Positive
615,Imagine knowing everything Biden knows about Trump and.still being that gracious toward him when baited.,"[('imagin', 'NN'), ('know', 'VBP'), ('everyth', 'VBZ'), ('biden', 'NN'), ('know', 'VB'), ('trump', 'NN'), ('still', 'RB'), ('graciou', 'VBZ'), ('toward', 'IN'), ('bait', 'NN')]",imagin know everyth biden know trump still graciou toward bait,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
616,If you\xe2\x80\x99re a fan of the Calgary Flames. You can no longer support them because they don\xe2\x80\x99t support you. A billionaire owner can\xe2\x80\x99t afford to pay part-time wages during the hiatus. Some bullshit right there.,"[('calgari', 'NN'), ('flame', 'NN'), ('longer', 'RBR'), ('support', 'VB'), ('support', 'NN'), ('billionair', 'NN'), ('owner', 'NN'), ('afford', 'IN'), ('part', 'NN'), ('time', 'NN'), ('wage', 'NN'), ('hiatu', 'VBD'), ('some', 'DT'), ('bullshit', 'NN'), ('right', 'RB')]",calgari flame longer support support billionair owner afford part time wage hiatu bullshit right,"{'polarity': 0.2857142857142857, 'subjectivity': 0.5357142857142857}",Positive
617,because coronavirus doesn\xe2\x80\x99t yet have a vaccine. coronavirus preys on the weak. coronavirus isn\xe2\x80\x99t anything we were prepared for. it\xe2\x80\x99s not about politics you fucking idiot.,"[('coronaviru', 'NN'), ('vaccin', 'NN'), ('coronaviru', 'NN'), ('prey', 'NN'), ('weak', 'JJ'), ('coronaviru', 'NN'), ('anyth', 'NN'), ('prepar', 'NN'), ('polit', 'JJ'), ('fuck', 'NN'), ('idiot', 'NN')]",coronaviru vaccin coronaviru prey weak coronaviru anyth prepar polit fuck idiot,"{'polarity': -0.525, 'subjectivity': 0.6750000000000002}",Negative
618,The FTC and FDA are cracking down on snake oil salespeople selling these things. Colloidal silver is one with potentially permanent side effects (turning you blue).,"[('crack', 'NN'), ('snake', 'VB'), ('salespeopl', 'NN'), ('sell', 'VB'), ('thing', 'NN'), ('colloid', 'NN'), ('silver', 'NN'), ('potenti', 'NN'), ('perman', 'JJ'), ('side', 'NN'), ('effect', 'NN'), ('turn', 'NN'), ('blue', 'NN')]",crack snake salespeopl sell thing colloid silver potenti perman side effect turn blue,"{'polarity': 0.0, 'subjectivity': 0.1}",Neutral
619,Lockdown de Mayo . . . #cincodemayo #lockdown #tuesdaymotivation #revengeofthe5th #covid19 #coronavirus #California #socal credit: drgrayfang @ Monster Island https://t.co/Ns9PNuY6zX,"[('lockdown', 'JJ'), ('mayo', 'NN'), ('cincodemayo', 'NN'), ('lockdown', 'JJ'), ('tuesdaymotiv', 'NN'), ('revengeofth', 'NN'), ('covid', 'NN'), ('coronaviru', 'NN'), ('california', 'NN'), ('socal', 'JJ'), ('credit', 'NN'), ('drgrayfang', 'NN'), ('monster', 'NN'), ('island', 'NN'), ('http', 'NN'), ('pnuy', 'NN')]",lockdown mayo cincodemayo lockdown tuesdaymotiv revengeofth covid coronaviru california socal credit drgrayfang monster island http pnuy,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
620,And I had been thinking I might participate this year. #YeahRight,"[('think', 'NN'), ('might', 'MD'), ('particip', 'VB'), ('year', 'NN'), ('yeahright', 'NN')]",think might particip year yeahright,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
621,I Would've been on my way to see @afrojack @HakkasanLV right now \xf0\x9f\x98\xad  \xf0\x9f\x96\x95coronavirus! Nick we need a livestream \xf0\x9f\x99\x8f \xf0\x9f\x85\xb0\xef\xb8\x8f team needs you!,"[('would', 'MD'), ('afrojack', 'VB'), ('hakkasanlv', 'NN'), ('right', 'RB'), ('coronaviru', 'NN'), ('nick', 'JJ'), ('need', 'NN'), ('livestream', 'NN'), ('team', 'NN'), ('need', 'NN')]",would afrojack hakkasanlv right coronaviru nick need livestream team need,"{'polarity': 0.2857142857142857, 'subjectivity': 0.5357142857142857}",Positive
622,How do so many people in Rusdia fall out of windows???,"[('mani', 'NN'), ('peopl', 'NN'), ('rusdia', 'VBP'), ('fall', 'NN'), ('window', 'NN')]",mani peopl rusdia fall window,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
623,THE GREENS THEY\xe2\x80\x99RE SO WONDERFUL THEY EXUDE WARMTH ALL I FEEL IS THE SUN GENTLY CARESSING ME https://t.co/v02zU0p5a5,"[('green', 'NN'), ('they', 'PRP'), ('wonder', 'VBP'), ('they', 'PRP'), ('exud', 'VBP'), ('warmth', 'JJ'), ('feel', 'NN'), ('gentli', 'NN'), ('caress', 'NN'), ('http', 'NN')]",green wonder exud warmth feel gentli caress http,"{'polarity': -0.2, 'subjectivity': 0.3}",Negative
624,Is your business impacted? #internationalCA,"[('busi', 'JJ'), ('impact', 'NN'), ('internationalca', 'NN')]",busi impact internationalca,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
625,So I guess covid 19 is a bacterial. Thank god. We can now all take penicillin and be healthy again. \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x98\x82 (this is why we need more funding for education!),"[('guess', 'NN'), ('covid', 'NN'), ('bacteri', 'NN'), ('thank', 'VBD'), ('take', 'JJ'), ('penicillin', 'NN'), ('healthi', 'NNS'), ('need', 'VBP'), ('fund', 'NN'), ('educ', 'NN')]",guess covid bacteri thank take penicillin healthi need fund educ,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
626,@chrislhayes Wuhan ain\xe2\x80\x99t nothing to fuck with,"[('chrislhay', 'NN'), ('wuhan', 'WRB'), ('noth', 'DT'), ('fuck', 'NN')]",chrislhay wuhan noth fuck,"{'polarity': -0.4, 'subjectivity': 0.6}",Negative
627,Do you think nvc will stay open for corona virus,"[('think', 'NN'), ('stay', 'VB'), ('open', 'JJ'), ('corona', 'NN'), ('viru', 'NN')]",think stay open corona viru,"{'polarity': 0.0, 'subjectivity': 0.5}",Neutral
628,y\xe2\x80\x99all go back home im trying to go to 2nd floor this summer\xf0\x9f\x98\x95\xf0\x9f\x98\x95\xf0\x9f\x98\x95,"[('back', 'RB'), ('home', 'NN'), ('tri', 'NN'), ('floor', 'NN'), ('summer', 'NN')]",back home tri floor summer,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
629,Stop trusting your health to them. @DrOz @DrPhil #COVID19 #pandemic #callingdrbombay https://t.co/N7vVhWESZd,"[('stop', 'VB'), ('trust', 'NN'), ('health', 'NN'), ('droz', 'NN'), ('drphil', 'NN'), ('covid', 'NN'), ('pandem', 'NN'), ('callingdrbombay', 'NN'), ('http', 'NN'), ('vvhweszd', 'NN')]",stop trust health droz drphil covid pandem callingdrbombay http vvhweszd,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
630,Why do celebrities feel the need they  need to announce they have Coronavirus like a paid advertisement? https://t.co/dJ6Vk42Gvk,"[('celebr', 'NN'), ('feel', 'VB'), ('need', 'MD'), ('need', 'VB'), ('announc', 'VB'), ('coronaviru', 'NNS'), ('like', 'IN'), ('paid', 'VBN'), ('advertis', 'NN'), ('http', 'NN')]",celebr feel need need announc coronaviru like pay advertis http,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
631,O Hell no! WitcherBitch! If you ever had a job? Big companies keep us employed! You want to sit on welfare that\xe2\x80\x99s your dam business! Don\xe2\x80\x99t drag your looser ass with us! Work Bitch!,"[('hell', 'NN'), ('witcherbitch', 'NN'), ('ever', 'RB'), ('compani', 'JJ'), ('keep', 'VB'), ('employ', 'NN'), ('want', 'VBP'), ('welfar', 'NN'), ('busi', 'NN'), ('drag', 'VBP'), ('looser', 'JJR'), ('work', 'NN'), ('bitch', 'NN')]",hell witcherbitch ever compani keep employ want welfar busi drag loose work bitch,"{'polarity': -0.08846153846153847, 'subjectivity': 0.1700320512820513}",Negative
632,Terribly sad.  How are these young healthy people with medical training not surviving.  Jesus,"[('terribl', 'NN'), ('young', 'JJ'), ('healthi', 'NN'), ('peopl', 'NN'), ('medic', 'JJ'), ('train', 'NN'), ('surviv', 'NN'), ('jesu', 'NN')]",terribl young healthi peopl medic train surviv jesu,"{'polarity': 0.1, 'subjectivity': 0.4}",Positive
633,USA is the worst 1st world country in the world lmfao,"[('worst', 'JJ'), ('world', 'NN'), ('countri', 'NN'), ('world', 'NN'), ('lmfao', 'NN')]",bad world countri world lmfao,"{'polarity': -0.6999999999999998, 'subjectivity': 0.6666666666666666}",Negative
634,My sister in LA has been working hard helping potential and positive COVID-19 patients get through this pandemic. Thankful for all healthcare workers who are working tirelessly to ensure our safety around the world.,"[('sister', 'NN'), ('work', 'NN'), ('hard', 'RB'), ('help', 'VBZ'), ('potenti', 'VB'), ('posit', 'NN'), ('covid', 'JJ'), ('patient', 'NN'), ('pandem', 'NN'), ('thank', 'NN'), ('healthcar', 'NN'), ('worker', 'NN'), ('work', 'NN'), ('tirelessli', 'NN'), ('ensur', 'JJ'), ('safeti', 'NN'), ('around', 'IN'), ('world', 'NN')]",sister work hard help potenti posit covid patient pandem thank healthcar worker work tirelessli ensur safeti around world,"{'polarity': -0.2916666666666667, 'subjectivity': 0.5416666666666666}",Negative
635,China literally has wet markets where tigers and bats and bears and all the animals they can find are locked in cages stacked up high and killed and sold on premise. This inhumane treatment has led to a lot of diseases. But how dare we name the virus after them \xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,"[('china', 'NNS'), ('liter', 'VBP'), ('market', 'NN'), ('tiger', 'NN'), ('bat', 'NN'), ('bear', 'NN'), ('anim', 'IN'), ('find', 'NN'), ('lock', 'NN'), ('cage', 'NN'), ('stack', 'RB'), ('high', 'JJ'), ('kill', 'NN'), ('sold', 'VBN'), ('premis', 'JJ'), ('thi', 'JJ'), ('inhuman', 'NN'), ('treatment', 'NN'), ('diseas', 'NNS'), ('dare', 'VBP'), ('name', 'NN'), ('viru', 'NN')]",china liter market tiger bat bear anim find lock cage stack high kill sell premis thi inhuman treatment diseas dare name viru,"{'polarity': 0.16, 'subjectivity': 0.5399999999999999}",Positive
636,Riverside residents throughout the county - from Corona &amp; Moreno Valley to Murrieta &amp; Temecula - are enjoying the expansive outdoor views &amp; superior energy efficiency of new replacement windows and doors installed by Metropolitan High Performance Windows.  https://t.co/3AF86VORRm https://t.co/shKFKyDtIP,"[('riversid', 'NN'), ('resid', 'NN'), ('throughout', 'IN'), ('counti', 'JJ'), ('corona', 'NN'), ('moreno', 'NN'), ('valley', 'NN'), ('murrieta', 'NN'), ('temecula', 'NN'), ('enjoy', 'NN'), ('expans', 'VBZ'), ('outdoor', 'JJ'), ('view', 'NN'), ('superior', 'JJ'), ('energi', 'NN'), ('effici', 'NN'), ('replac', 'NN'), ('window', 'NN'), ('door', 'NN'), ('instal', 'JJ'), ('metropolitan', 'JJ'), ('high', 'JJ'), ('perform', 'NN'), ('window', 'NN'), ('http', 'NN'), ('vorrm', 'NN'), ('http', 'NN'), ('shkfkydtip', 'NN')]",riversid resid throughout counti corona moreno valley murrieta temecula enjoy expans outdoor view superior energi effici replac window door instal metropolitan high perform window http vorrm http shkfkydtip,"{'polarity': 0.42, 'subjectivity': 0.6466666666666666}",Positive
637,Must read \xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87,"[('must', 'MD'), ('read', 'VB')]",must read,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
638,https://t.co/V8zDp4g8Ee,"[('http', 'NN')]",http,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
639,100% agreed. Always be helpful no matter the race or anything. Never discriminate people based on how they are. At the end of the day we\xe2\x80\x99re all human no difference. #coronavirus #COVID\xe3\x83\xbc19,"[('agre', 'NN'), ('alway', 'RB'), ('help', 'JJ'), ('matter', 'NN'), ('race', 'NN'), ('anyth', 'RB'), ('never', 'RB'), ('discrimin', 'VBP'), ('peopl', 'JJ'), ('base', 'NN'), ('human', 'JJ'), ('differ', 'NN'), ('coronaviru', 'NN'), ('covid', 'NN')]",agre alway help matter race anyth never discrimin peopl base human differ coronaviru covid,"{'polarity': -0.4, 'subjectivity': 0.55}",Negative
640,Porcentaje de mortalidad del COVID-19 USA 2.8% Argentina 3% Promedio mundial 5.4% Que el promedio de mortalidad entre un pa\xc3\xads de 340 millones de almas contra 45 millones da miedo. Unos ricos y los otros pobres. #ArgentinaCOVID19,"[('porcentaj', 'NN'), ('mortalidad', 'NN'), ('covid', 'NN'), ('argentina', 'NN'), ('promedio', 'NN'), ('mundial', 'JJ'), ('promedio', 'NN'), ('mortalidad', 'NN'), ('entr', 'NN'), ('xad', 'NNP'), ('millon', 'NN'), ('alma', 'NN'), ('contra', 'NN'), ('millon', 'NN'), ('miedo', 'NN'), ('uno', 'JJ'), ('rico', 'NN'), ('otro', 'NN'), ('pobr', 'NN'), ('argentinacovid', 'NN')]",porcentaj mortalidad covid argentina promedio mundial promedio mortalidad entr xad millon alma contra millon miedo uno rico otro pobr argentinacovid,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
641,Everything you need to know about #coronavirus in one easy to read informative @WSJ article.  https://t.co/nGBX15hC1u,"[('everyth', 'RB'), ('need', 'MD'), ('know', 'VB'), ('coronaviru', 'JJ'), ('easi', 'JJ'), ('read', 'NN'), ('inform', 'NN'), ('articl', 'NN'), ('http', 'NN'), ('ngbx', 'NN')]",everyth need know coronaviru easi read inform articl http ngbx,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
642,What Republicans don't get: Donald Trump is our biggest obstacle to coronavirus recovery #Topbuzz https://t.co/mqp278EXYp,"[('what', 'WP'), ('republican', 'JJ'), ('donald', 'NN'), ('trump', 'NN'), ('biggest', 'JJS'), ('obstacl', 'NN'), ('coronaviru', 'NN'), ('recoveri', 'NN'), ('topbuzz', 'NN'), ('http', 'NN'), ('exyp', 'NN')]",republican donald trump big obstacl coronaviru recoveri topbuzz http exyp,"{'polarity': 0.0, 'subjectivity': 0.1}",Neutral
